City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,miquelon,47.0975,-56.3814,10.0,96,100,9.8,PM,1718229066
365,rio grande,-32.035,-52.0986,23.06,85,55,3.78,BR,1718229066
366,mil'kovo,55.6078,37.7956,20.11,93,100,2.31,RU,1718229066
367,leua,48.2156,18.6071,12.24,95,100,1.62,SK,1718229066
368,sydney,-33.8679,151.2073,10.4,64,40,7.2,AU,1718229018
369,tazacorte,28.629,-17.9293,20.54,77,100,7.2,ES,1718229066
370,riachao,-7.3619,-46.6172,26.03,44,35,1.51,BR,1718229066
371,wallenhorst,52.35,8.0167,10.19,78,97,2.31,DE,1718229066
372,cooma,-36.2333,149.1333,2.13,83,81,1.06,AU,1718229066
373,hornell,42.3279,-77.6611,24.0,48,25,3.34,US,1718229066
374,marathon,44.9,-89.7668,23.58,64,0,3.6,US,1718228969
375,barra do garcas,-15.89,-52.2567,29.32,51,20,0.0,BR,1718229066
376,punta del este,-34.9667,-54.95,20.54,97,100,4.92,UY,1718228801
377,chake chake,-5.2459,39.7666,24.38,70,4,4.64,TZ,1718229066
378,qobu,40.4047,49.7131,24.62,55,44,2.42,AZ,1718229066
379,fortuna,40.5982,-124.1573,17.18,78,40,7.2,US,1718229066
380,thyolo,-16.0678,35.1405,10.9,88,0,0.56,MW,1718229066
381,sao tome,0.3365,6.7273,25.98,80,52,2.58,ST,1718229067
382,preston,53.7667,-2.7167,10.0,88,21,1.65,GB,1718229067
383,nova sintra,14.8667,-24.7167,24.1,83,98,8.2,CV,1718229067
384,lensk,60.7253,114.9278,16.9,61,30,0.63,RU,1718228821
385,nelson,-41.2833,173.2833,8.49,90,55,0.17,NZ,1718229054
386,comodoro rivadavia,-45.8667,-67.5,11.92,58,0,1.03,AR,1718228927
387,chikhli,20.35,76.25,26.77,71,40,3.6,IN,1718229067
388,abepura,-2.6333,140.5833,23.45,100,75,1.03,ID,1718229067
389,necochea,-38.5473,-58.7368,15.23,85,100,3.61,AR,1718229048
390,mahina,-17.5065,-149.489,27.87,61,0,3.09,PF,1718229067
391,prince george,53.9166,-122.753,13.69,67,100,3.6,CA,1718229053
392,berdigestyakh,62.0989,126.6992,15.94,47,5,2.59,RU,1718229067
393,queenstown,-31.8976,26.8753,7.13,59,0,0.79,ZA,1718229067
394,sarikei,2.1167,111.5167,23.55,99,100,1.06,MY,1718229067
395,naracoorte,-36.9579,140.7383,7.27,75,100,1.87,AU,1718229067
396,amga,60.8953,131.9608,16.82,61,66,1.96,RU,1718229067
397,lasem,-6.6922,111.4527,24.65,89,100,1.44,ID,1718229068
398,oriximina,-1.7656,-55.8661,27.71,78,91,1.35,BR,1718229068
399,constantia,44.1833,28.65,21.5,82,99,0.9,RO,1718229068
400,sisimiut,66.9395,-53.6735,0.63,93,100,3.15,GL,1718229068
401,ratne,51.6683,24.5303,14.07,62,96,2.94,UA,1718229068
402,ixtapa,20.7,-105.2,30.68,77,88,1.79,MX,1718229068
403,chernyshevskiy,63.0128,112.4714,16.92,55,27,1.61,RU,1718229068
404,remire-montjoly,4.9167,-52.2667,27.02,89,0,2.06,GF,1718229068
405,tura,25.5198,90.2201,24.4,97,100,3.68,IN,1718229068
406,el calafate,-50.3408,-72.2768,0.56,83,50,2.18,AR,1718228936
407,buba,11.5833,-15.0,27.4,79,100,3.73,GW,1718229068
408,baharly,38.4362,57.4316,31.02,28,93,0.31,TM,1718229068
409,thai nguyen,21.5928,105.8442,28.88,91,100,0.43,VN,1718229068
410,omdurman,15.6445,32.4777,35.25,10,6,1.61,SD,1718229068
411,puerto baquerizo moreno,-0.9,-89.6,26.55,61,20,4.12,EC,1718229068
412,mount horeb,43.0086,-89.7385,29.62,63,85,5.34,US,1718229068
413,lambarene,-0.7001,10.2406,23.61,88,67,2.01,GA,1718229068
414,sao vicente,-23.9631,-46.3919,26.75,56,75,1.03,BR,1718229068
415,chizhou,30.6578,117.4831,24.02,91,37,1.01,CN,1718229068
416,pilar,-9.5972,-35.9567,25.96,91,15,1.7,BR,1718229068
417,kirensk,57.7853,108.1119,12.76,91,82,2.24,RU,1718229068
418,joshimath,30.5667,79.5667,15.19,36,0,3.83,IN,1718229068
419,mawlaik,23.6333,94.4167,23.81,99,100,0.7,MM,1718229069
420,khash,28.2211,61.2158,26.74,14,0,1.38,IR,1718229069
421,yulinshi,38.2906,109.7494,25.51,26,52,1.64,CN,1718229069
422,marsa alam,25.0757,34.8918,30.06,38,0,2.88,EG,1718229069
423,ventnor,50.5948,-1.2037,13.57,76,38,3.74,GB,1718229069
424,varzea da palma,-17.5981,-44.7308,21.35,36,0,1.78,BR,1718229069
425,bathsheba,13.2167,-59.5167,30.34,74,40,7.2,BB,1718229069
426,al muwayh,22.4333,41.7583,33.32,15,82,5.62,SA,1718229069
427,fairfield glade,36.0004,-84.8863,27.32,57,40,0.0,US,1718229069
428,howard springs,-12.497,131.047,18.95,91,74,1.81,AU,1718229069
429,yueyang,29.3333,113.0919,24.85,93,66,1.51,CN,1718228844
430,qaqortoq,60.7167,-46.0333,5.72,63,0,11.9,GL,1718229069
431,kropyvnytskyi,48.5132,32.2597,15.07,88,97,5.3,UA,1718229069
432,adam,22.3756,57.5233,29.93,49,5,2.28,OM,1718229069
433,tagaw-bay,35.6994,66.0616,18.63,41,0,1.66,AF,1718229069
434,abalak,58.1286,68.5944,17.97,88,99,1.75,RU,1718229069
435,ouadda,8.0777,22.4007,20.33,92,99,1.65,CF,1718229069
436,vigan,17.5747,120.3869,27.45,86,89,3.24,PH,1718229069
437,ain defla,36.2641,1.9679,18.86,76,0,2.48,DZ,1718229028
438,kuala lipis,4.1842,102.0468,23.0,100,99,0.98,MY,1718229069
439,vytegra,61.0064,36.4481,14.09,88,100,2.68,RU,1718229069
440,camiri,-20.05,-63.5167,28.88,48,40,2.57,BO,1718229069
441,vernal,40.4555,-109.5287,35.62,19,20,6.17,US,1718229070
442,luchegorsk,46.4764,134.2569,11.96,81,6,1.26,RU,1718229070
443,quang ngai,15.1167,108.8,25.53,83,84,2.43,VN,1718229070
444,ilabaya,-17.4208,-70.5133,21.31,35,95,1.08,PE,1718229070
445,zhezqazghan,47.7833,67.7667,17.54,43,5,4.37,KZ,1718229070
446,magadan,59.5667,150.8,11.96,75,80,0.85,RU,1718229070
447,kalianget,-7.05,113.9333,27.0,79,97,3.06,ID,1718229070
448,sault ste. marie,46.5168,-84.3333,27.16,43,0,5.14,CA,1718229042
449,evanston,42.0411,-87.6901,33.95,34,100,5.66,US,1718229020
450,mahibadhoo,3.7833,72.9667,28.63,75,92,5.21,MV,1718229070
451,esbjerg,55.4667,8.45,9.39,90,75,2.24,DK,1718229070
452,alibag,18.6411,72.8792,28.04,80,83,3.15,IN,1718229070
453,santiago de cao,-7.9589,-79.2392,18.07,88,40,4.12,PE,1718229070
454,arteche,12.2645,125.4048,26.81,86,69,1.76,PH,1718229070
455,starobil's'k,49.2783,38.9107,19.04,93,70,3.82,UA,1718229070
456,beira,-19.8436,34.8389,18.05,82,0,0.51,MZ,1718229070
457,kyren,51.6828,102.1408,11.08,71,24,1.34,RU,1718229070
458,kone,-21.0595,164.8658,20.57,63,31,1.57,NC,1718229070
459,boca do acre,-8.7522,-67.3978,29.38,53,100,0.55,BR,1718229070
460,soc trang,9.6033,105.98,26.67,86,37,2.85,VN,1718229070
461,codrington,-38.2667,141.9667,9.43,76,100,1.59,AU,1718229070
462,krasnyy chikoy,50.3643,108.7512,9.01,96,31,1.1,RU,1718229070
463,juan griego,11.0817,-63.9655,27.94,70,97,5.48,VE,1718229071
464,blackwell,36.8045,-97.2828,34.01,38,0,5.66,US,1718228837
465,korla,41.7597,86.1469,23.73,40,72,7.07,CN,1718229071
466,kourou,5.1552,-52.6478,27.03,87,97,2.04,GF,1718228960
467,ouesso,1.6136,16.0517,24.39,72,74,0.18,CG,1718229071
468,riverton,40.5219,-111.9391,36.33,18,77,2.68,US,1718229071
469,slave lake,55.2834,-114.769,11.99,94,100,6.69,CA,1718228953
470,coquimatlan,19.2,-103.8,31.78,52,71,3.61,MX,1718229071
471,port douglas,-16.4833,145.4667,21.35,62,70,1.93,AU,1718229071
472,calamba,14.2117,121.1653,28.97,88,64,1.3,PH,1718229071
473,tapa,59.2606,25.9586,8.38,94,92,2.03,EE,1718229071
474,rabaul,-4.1967,152.1721,26.8,81,93,1.41,PG,1718229071
475,torghay,49.6339,63.4981,19.55,83,96,2.34,KZ,1718229071
476,carolina,18.3808,-65.9574,31.53,76,20,6.69,PR,1718228891
477,kununurra,-15.7667,128.7333,12.99,88,88,0.0,AU,1718229036
478,sotouboua,8.5667,0.9833,27.02,79,31,1.91,TG,1718229071
479,micheweni,-4.9667,39.8333,24.83,71,2,5.78,TZ,1718229071
480,massawa,15.6097,39.45,31.89,46,0,2.6,ER,1718229071
481,kasane,-17.8167,25.15,11.47,55,0,2.55,BW,1718229071
482,xining,36.6167,101.7667,13.33,70,100,1.81,CN,1718229071
483,yeosu,34.7546,127.6599,20.15,74,6,2.04,KR,1718229071
484,pisco,-13.7,-76.2167,18.03,82,20,3.6,PE,1718229071
485,guanica,17.9716,-66.908,32.43,74,49,5.06,PR,1718229071
486,lexington,37.9887,-84.4777,28.0,37,0,2.06,US,1718228991
487,deqen,29.9618,90.7188,9.19,83,85,2.3,CN,1718229072
488,al khawr,25.7667,51.3167,33.57,37,1,4.93,QA,1718229072
489,ashmun,30.2986,30.9764,29.47,51,0,3.05,EG,1718229072
490,solnechnyy,50.7214,136.6319,10.75,70,98,3.69,RU,1718229072
491,ed damer,17.5928,33.9592,34.19,10,0,4.75,SD,1718229072
492,lydenburg,-25.0978,30.4597,7.24,38,0,1.2,ZA,1718229072
493,tonghua,41.7201,125.9219,15.95,94,77,0.45,CN,1718229072
494,vurnary,55.4904,46.9648,18.4,87,96,4.02,RU,1718229072
495,coyhaique,-45.5752,-72.0662,7.34,100,100,1.21,CL,1718229016
496,peace river,56.2501,-117.286,15.17,82,100,3.6,CA,1718229072
497,mandalgovi,45.7625,106.2708,11.26,51,8,5.83,MN,1718229072
498,mitu,1.1983,-70.1733,26.93,85,35,0.74,CO,1718229072
499,kismayo,-0.3582,42.5454,25.79,78,37,7.63,SO,1718229072
500,ain oussera,35.4514,2.9058,21.99,54,6,6.17,DZ,1718229072
501,paradise point,-27.8863,153.3957,13.33,68,0,0.45,AU,1718229072
502,bairnsdale,-37.8333,147.6167,8.92,88,100,1.75,AU,1718228914
503,tropea,38.6754,15.8948,22.61,83,100,1.15,IT,1718229073
504,kapa'a,22.0752,-159.319,28.99,82,75,6.69,US,1718229073
505,capinota,-17.7167,-66.2333,27.67,19,18,2.5,BO,1718229073
506,mount pleasant,32.7941,-79.8626,31.08,71,0,7.2,US,1718228675
507,zalari,53.5584,102.5065,11.15,93,18,2.27,RU,1718229073
508,namibe,-15.1961,12.1522,19.97,71,63,0.91,AO,1718229073
509,whitecourt,54.1502,-115.6855,13.58,71,100,5.66,CA,1718229073
510,talara,-4.5772,-81.2719,24.42,69,40,5.27,PE,1718229073
511,novaya ladoga,60.1025,32.3019,10.23,85,81,2.43,RU,1718229073
512,yantarnyy,54.8717,19.9381,9.92,79,9,2.01,RU,1718229073
513,akita,39.7167,140.1167,20.99,77,2,3.11,JP,1718229073
514,totness,5.8833,-56.3167,25.4,90,100,4.03,SR,1718229073
515,butte,39.6499,-121.5677,39.05,14,0,3.43,US,1718229073
516,usogorsk,63.4106,48.6872,17.04,68,61,2.29,RU,1718229073
517,carolina beach,34.0352,-77.8936,28.9,75,83,5.47,US,1718229073
518,kasongo-lunda,-6.4667,16.8167,20.73,48,25,0.3,CD,1718229073
519,barbastro,42.0356,0.1269,15.3,67,13,2.52,ES,1718229073
520,castillos,-34.1667,-53.8333,19.53,91,100,1.99,UY,1718229073
521,colon,9.3592,-79.9014,29.39,87,97,1.34,PA,1718228875
522,hobyo,5.3505,48.5268,25.95,74,100,12.09,SO,1718229074
523,prado,-17.3411,-39.2208,23.1,78,1,3.48,BR,1718229074
524,guangyuan,32.442,105.823,22.78,77,100,1.02,CN,1718229074
525,eastham,41.8301,-69.9739,23.86,72,0,2.57,US,1718229074
526,mana,5.6592,-53.7767,25.45,90,100,3.98,GF,1718229074
527,vilhena,-12.7406,-60.1458,28.12,44,0,2.57,BR,1718228892
528,amritsar,31.6331,74.8656,32.97,41,0,3.13,IN,1718229074
529,la gi,10.6667,107.7833,26.49,83,78,4.22,VN,1718229074
530,fale old settlement,-9.3852,-171.2468,29.12,75,68,4.12,TK,1718229074
531,lijiang,26.8688,100.2207,15.47,97,100,1.79,CN,1718229074
532,greymouth,-42.4667,171.2,6.17,75,100,3.84,NZ,1718229074
533,lucapa,-8.4192,20.7447,19.43,43,8,1.66,AO,1718229074
534,mukalla,14.5425,49.1242,30.64,66,5,4.0,YE,1718229074
535,senador jose porfirio,-2.5908,-51.9542,27.86,74,100,1.3,BR,1718229074
536,kristiansund,63.1115,7.732,8.03,87,100,5.14,NO,1718229074
537,pansoy,13.1825,122.5989,28.22,75,57,2.24,PH,1718229074
538,waverly,42.7392,-84.6208,29.88,46,20,6.69,US,1718229074
539,shingu,33.7333,135.9833,21.53,88,100,2.61,JP,1718229074
540,ceara mirim,-5.6344,-35.4256,26.38,78,20,2.57,BR,1718229074
541,yenagoa,4.9247,6.2642,24.6,93,70,1.81,NG,1718229075
542,biltine,14.5333,20.9167,34.23,29,71,1.72,TD,1718229075
543,aroma,15.8167,36.1333,32.6,40,75,5.85,SD,1718229075
544,san antonio de pale,-1.4014,5.6325,25.13,79,100,3.8,GQ,1718229075
545,las heras,-46.5419,-68.9359,5.86,81,93,4.44,AR,1718229075
546,chicoana,-25.1009,-65.5331,23.03,60,6,3.11,AR,1718229075
547,arima,10.6333,-61.2833,30.74,66,20,6.17,TT,1718228927
548,arkhangel'sk,64.5401,40.5433,13.06,100,20,0.0,RU,1718229075
549,vilyuchinsk,52.9306,158.4028,10.15,89,99,1.69,RU,1718229075
550,cherdyn',60.403,56.4787,15.71,98,86,2.07,RU,1718229075
551,lethem,3.3803,-59.7968,32.03,62,20,4.12,GY,1718229075
552,prymors'k,46.7348,36.3443,19.18,89,3,5.24,UA,1718229076
553,aomori,40.8244,140.74,24.97,67,8,0.89,JP,1718229076
554,nahiyat ash shinafiyah,31.5874,44.6602,35.07,13,0,3.67,IQ,1718229076
555,bodo,67.28,14.405,10.02,88,40,3.09,NO,1718228943
556,oroqen zizhiqi,50.5667,123.7167,11.97,78,100,0.66,CN,1718229076
557,beyneu,45.3167,55.2,27.81,28,100,5.76,KZ,1718229076
558,gao,16.6362,1.637,34.66,25,79,3.74,ML,1718229076
559,phan thiet,10.9333,108.1,26.13,83,86,3.86,VN,1718229076
560,sierra grande,-41.606,-65.3557,14.82,52,99,8.17,AR,1718228842
561,hillsborough,37.5741,-122.3794,29.21,70,20,5.66,US,1718229076
562,pemangkat,1.1667,108.9667,26.56,86,100,1.72,ID,1718229076
563,andergrove,-21.0833,149.1833,14.16,56,0,7.47,AU,1718229076
564,nuuk,64.1835,-51.7216,3.34,60,20,4.63,GL,1718229076
565,polyarnyy,69.1989,33.4478,5.53,85,100,5.1,RU,1718229076
566,barrouallie,13.2333,-61.2667,27.79,74,20,5.14,VC,1718229076
